Mushroom ID,Cap Shape,Cap Color,Gill Size,Stalk Shape,Habitat,Edibility,Market Demand,Spore Print Color,Population,Odor,Bruising,Ring Type,Stalk Surface Above Ring,Stalk Surface Below Ring,Stalk Color Above Ring,Stalk Color Below Ring,Veil Type,Veil Color,Growth Rate,Inspection Date,Incubation date,Temperature,Measurement
949,conical,white,broad,enlarging,urban,edible,10,orange,abundant,foul,Yes,evanescent,silky,smooth,orange,gray,partial,orange,2.140474434,04/12/2022,04/05/2022,25.0,C
950,flat,yellow,narrow,enlarging,leaves,edible,5,brown,numerous,anise,No,flaring,scaly,silky,orange,orange,partial,yellow,4.505412257,05/04/2023,05/02/2023,1.0,C
951,conical,gray,narrow,tapering,leaves,poisonous,9,brown,numerous,almond,No,pendant,fibrous,fibrous,orange,gray,universal,yellow,4.279284613,04/10/2023,04/04/2023,8.0,C
952,bell,gray,narrow,enlarging,urban,edible,10,brown,solitary,foul,No,none,silky,silky,pink,white,universal,white,4.539067714,02/05/2023,02/02/2023,1.0,C
953,bell,yellow,broad,enlarging,urban,poisonous,9,black,solitary,foul,No,flaring,silky,silky,pink,orange,partial,white,3.016178474,04/10/2023,04/02/2023,15.0,C
954,conical,red,broad,tapering,leaves,poisonous,10,yellow,solitary,creosote,No,none,silky,fibrous,pink,brown,universal,brown,3.309195329,02/10/2023,02/05/2023,9.0,C
955,conical,brown,narrow,tapering,grasses,edible,3,black,numerous,musty,No,flaring,smooth,silky,gray,pink,universal,white,4.739268871,04/10/2023,04/04/2023,16.0,C
956,sunken,yellow,broad,enlarging,woods,poisonous,10,white,scattered,creosote,No,none,silky,smooth,pink,gray,partial,brown,3.603554624,5/13/2023,05/04/2023,6.0,C
957,convex,brown,narrow,tapering,grasses,poisonous,7,brown,numerous,creosote,Yes,flaring,silky,silky,gray,gray,partial,white,1.089416562,03/10/2023,03/05/2023,15.0,C
958,flat,brown,narrow,enlarging,leaves,,6,brown,solitary,anise,Yes,evanescent,fibrous,silky,orange,pink,universal,orange,4.339581624,01/12/2023,01/04/2023,6.0,C
959,conical,gray,narrow,enlarging,urban,edible,5,white,scattered,almond,Yes,none,scaly,scaly,gray,white,universal,orange,4.535980636,05/06/2023,05/05/2023,21.0,C
960,conical,white,broad,enlarging,leaves,,7,orange,abundant,almond,Yes,pendant,fibrous,scaly,gray,white,partial,yellow,1.145354805,01/08/2023,01/03/2023,27.0,C
961,sunken,brown,broad,enlarging,woods,poisonous,7,black,scattered,foul,No,pendant,scaly,silky,pink,gray,universal,yellow,4.698628606,01/03/2023,01/02/2023,17.0,C
962,bell,gray,broad,tapering,leaves,edible,4,white,solitary,anise,Yes,none,silky,smooth,pink,white,partial,brown,4.740818963,03/11/2023,03/03/2023,23.0,C
963,sunken,yellow,narrow,tapering,leaves,edible,5,orange,abundant,musty,No,evanescent,silky,fibrous,orange,brown,universal,yellow,4.523990333,04/11/2023,04/04/2023,16.0,C
964,conical,brown,narrow,enlarging,urban,edible,6,white,numerous,creosote,No,none,silky,smooth,gray,orange,partial,orange,3.981380551,03/06/2023,03/03/2023,20.0,C
965,conical,brown,narrow,tapering,urban,poisonous,5,orange,solitary,almond,Yes,evanescent,scaly,scaly,brown,pink,partial,orange,3.40356978,05/07/2023,05/01/2023,28.0,C
966,convex,white,narrow,enlarging,paths,poisonous,3,orange,scattered,musty,No,none,fibrous,silky,orange,white,universal,white,0.502267005,05/07/2023,05/01/2023,10.0,C
967,bell,gray,narrow,tapering,woods,edible,4,white,solitary,anise,Yes,evanescent,smooth,smooth,gray,white,universal,white,3.986789166,02/02/2023,02/02/2023,19.0,C
968,sunken,brown,narrow,enlarging,leaves,edible,5,yellow,scattered,foul,No,pendant,scaly,silky,brown,white,universal,yellow,0.834376594,04/05/2023,04/04/2023,11.0,C
969,bell,gray,narrow,tapering,leaves,,3,white,numerous,creosote,Yes,flaring,silky,silky,pink,pink,universal,white,3.425501007,1/13/2023,01/04/2023,19.0,C
970,conical,white,narrow,tapering,woods,poisonous,2,white,several,musty,No,none,scaly,scaly,pink,gray,universal,orange,0.933263119,05/10/2022,05/04/2022,8.0,C
971,convex,gray,narrow,tapering,grasses,edible,5,white,several,almond,No,flaring,scaly,fibrous,gray,gray,universal,yellow,0.801954864,04/04/2023,04/01/2023,14.0,C
972,convex,gray,narrow,enlarging,grasses,edible,10,yellow,abundant,musty,No,flaring,fibrous,smooth,white,white,partial,white,3.331185532,3/13/2023,03/04/2023,2.0,C
973,conical,red,broad,tapering,leaves,poisonous,3,brown,numerous,anise,Yes,evanescent,smooth,scaly,brown,white,universal,white,1.33238317,03/04/2023,03/04/2023,22.0,C
974,conical,white,narrow,tapering,paths,poisonous,7,yellow,solitary,anise,No,evanescent,fibrous,silky,pink,white,partial,orange,1.847162371,03/10/2023,03/02/2023,24.0,C
975,flat,white,narrow,enlarging,woods,poisonous,10,orange,numerous,foul,Yes,none,silky,silky,pink,pink,partial,brown,4.584549104,04/10/2023,04/02/2023,4.0,C
976,conical,gray,narrow,tapering,leaves,poisonous,10,white,numerous,almond,Yes,none,silky,smooth,pink,white,universal,brown,2.711417137,04/11/2023,04/04/2023,16.0,C
977,bell,gray,narrow,enlarging,leaves,edible,10,brown,numerous,almond,No,none,smooth,scaly,pink,pink,partial,white,3.697396434,05/06/2023,05/05/2023,14.0,C
978,flat,yellow,broad,enlarging,urban,edible,4,black,numerous,anise,No,flaring,smooth,silky,orange,pink,partial,brown,1.938512487,03/11/2023,03/03/2023,28.0,C
979,flat,white,narrow,tapering,urban,poisonous,10,brown,solitary,almond,Yes,pendant,smooth,smooth,pink,orange,partial,brown,0.770190072,01/12/2023,01/05/2023,14.0,C
980,conical,gray,narrow,enlarging,grasses,poisonous,4,yellow,solitary,foul,No,flaring,fibrous,smooth,gray,gray,partial,yellow,1.420292669,03/02/2023,03/02/2023,15.0,C
981,convex,red,narrow,enlarging,grasses,,5,brown,numerous,creosote,Yes,pendant,smooth,scaly,white,orange,partial,yellow,4.052713943,01/03/2023,01/01/2023,28.0,C
982,sunken,red,broad,tapering,grasses,edible,5,white,solitary,anise,Yes,pendant,scaly,silky,gray,white,universal,white,0.502267005,03/04/2023,03/02/2023,25.0,C
983,bell,gray,narrow,enlarging,paths,edible,10,black,several,foul,Yes,evanescent,fibrous,silky,brown,pink,universal,white,2.631129279,03/11/2023,03/02/2023,5.0,C
984,conical,red,broad,tapering,leaves,poisonous,8,orange,several,anise,No,flaring,silky,silky,white,orange,universal,white,2.23572782,04/07/2023,04/04/2023,20.0,C
985,conical,red,broad,enlarging,grasses,poisonous,5,black,several,foul,Yes,pendant,scaly,smooth,pink,pink,partial,orange,3.303325232,01/11/2023,01/04/2023,6.0,C
986,conical,gray,narrow,enlarging,grasses,,3,brown,numerous,creosote,No,evanescent,scaly,silky,pink,orange,partial,yellow,1.6793468,02/03/2023,02/01/2023,11.0,C
987,convex,gray,narrow,enlarging,urban,edible,10,white,abundant,foul,Yes,flaring,fibrous,scaly,pink,brown,partial,yellow,1.411165346,5/13/2022,05/04/2022,8.0,C
988,flat,brown,broad,enlarging,urban,edible,5,white,abundant,creosote,Yes,flaring,silky,smooth,pink,orange,partial,white,2.80800893,01/04/2023,01/04/2023,29.0,C
989,conical,gray,narrow,enlarging,urban,edible,3,white,abundant,anise,No,pendant,scaly,fibrous,white,gray,universal,brown,3.98574588,05/09/2021,05/05/2021,10.0,C
990,conical,white,narrow,tapering,paths,poisonous,5,brown,numerous,musty,No,evanescent,scaly,scaly,gray,gray,partial,brown,1.13673447,02/06/2020,02/02/2020,2.0,C
991,bell,white,narrow,tapering,urban,,3,black,scattered,foul,No,flaring,silky,silky,orange,white,partial,white,4.779821387,01/02/2023,01/02/2023,29.0,C
992,conical,brown,broad,enlarging,urban,poisonous,9,brown,numerous,creosote,Yes,flaring,fibrous,scaly,pink,pink,partial,yellow,15.34848781,04/09/2023,04/03/2023,26.0,C
993,sunken,white,broad,enlarging,woods,poisonous,9,yellow,abundant,foul,Yes,flaring,smooth,scaly,gray,brown,universal,orange,3.779518166,01/07/2023,01/05/2023,6.0,C
994,sunken,gray,broad,tapering,urban,edible,3,brown,scattered,almond,No,none,silky,scaly,pink,white,universal,yellow,3.574408988,05/10/2023,05/01/2023,24.0,C
995,convex,gray,broad,tapering,leaves,poisonous,3,black,numerous,anise,No,none,scaly,smooth,gray,gray,partial,white,1.588875747,03/02/2022,03/01/2022,9.0,C
996,sunken,red,broad,enlarging,woods,poisonous,4,brown,abundant,almond,Yes,evanescent,silky,smooth,white,orange,universal,white,3.755729472,01/07/2022,01/05/2022,25.0,C
997,conical,brown,broad,tapering,woods,edible,1,orange,numerous,musty,No,evanescent,fibrous,fibrous,white,brown,partial,brown,0.502267005,05/11/2023,05/03/2023,4.0,C
998,conical,gray,narrow,tapering,urban,edible,10,brown,scattered,foul,Yes,evanescent,fibrous,silky,gray,orange,partial,yellow,11.25839107,03/07/2023,03/04/2023,19.0,C
999,sunken,red,narrow,enlarging,grasses,edible,6,brown,scattered,almond,No,pendant,fibrous,silky,pink,orange,universal,brown,4.964073966,03/02/2023,03/02/2023,20.0,C
1000,convex,red,broad,tapering,leaves,,9,black,scattered,foul,Yes,flaring,silky,scaly,brown,gray,universal,white,4.451239984,04/03/2023,04/03/2023,0.0,C
